epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,336.79,1.92464,1.06892,1.03577,0.62087,0.71429,0.63511,0.21147,2.24757,1.20363,1.14906,0.0044296,0.0044296,0.0044296
13,122.093,2.49845,2.31314,1.20161,0.69343,0.18254,0.15677,0.03658,2.84065,3.37352,1.28857,0.00965239,0.00965239,0.00965239
56,345.715,1.88577,1.13873,1.04156,0.58854,0.71048,0.61316,0.212,2.2491,1.29757,1.136,0.00427565,0.00427565,0.00427565
14,131.009,2.69094,1.94782,1.36539,0.69075,0.19048,0.20733,0.05728,2.67655,3.85138,1.28664,0.00959289,0.00959289,0.00959289
57,354.644,1.86162,1.10335,1.01778,0.61161,0.68559,0.58567,0.19473,2.25816,1.21812,1.14248,0.00412246,0.00412246,0.00412246
15,140.11,2.44496,2.32722,1.25198,0.52427,0.2996,0.33492,0.09706,2.44896,1.90266,1.23712,0.00952889,0.00952889,0.00952889
58,363.727,1.9469,1.13396,1.02908,0.63442,0.66843,0.5732,0.18145,2.40756,1.22908,1.15014,0.00397019,0.00397019,0.00397019
16,149.19,2.44416,2.71412,1.18159,0.35478,0.36523,0.26576,0.06732,2.78002,1.89442,1.25033,0.00946048,0.00946048,0.00946048
59,372.996,1.81457,1.04572,1.01873,0.65736,0.66468,0.61195,0.22422,2.33862,1.23042,1.14293,0.00381899,0.00381899,0.00381899
17,158.207,2.45337,1.83945,1.20102,0.3392,0.41616,0.34624,0.09124,2.59074,1.92206,1.25268,0.00938772,0.00938772,0.00938772
60,381.979,1.86462,1.09578,1.00597,0.61027,0.62698,0.55951,0.1862,2.35983,1.21862,1.12953,0.00366899,0.00366899,0.00366899
18,167.271,2.48026,1.71226,1.18866,0.40891,0.59237,0.39858,0.10249,2.42611,1.65801,1.20802,0.00931067,0.00931067,0.00931067
61,390.912,1.80673,1.04902,0.96868,0.67439,0.64484,0.60544,0.22081,2.26754,1.25947,1.11701,0.00352037,0.00352037,0.00352037
19,176.398,2.29951,1.89364,1.16538,0.45166,0.51431,0.40248,0.11014,2.41158,1.76483,1.18081,0.00922942,0.00922942,0.00922942
62,400.943,1.8262,1.01648,1.00824,0.68803,0.61349,0.61199,0.22114,2.268,1.30764,1.12155,0.00337325,0.00337325,0.00337325
20,186.25,2.32297,1.87537,1.16163,0.39957,0.53839,0.39994,0.10518,2.53288,2.44115,1.23639,0.00914405,0.00914405,0.00914405
63,410.134,1.77887,1.01956,1.01312,0.7156,0.67698,0.65222,0.2332,2.20405,1.22719,1.12016,0.00322778,0.00322778,0.00322778
21,195.425,2.32082,1.82612,1.12912,0.43535,0.60389,0.41358,0.11141,2.53456,3.1931,1.19455,0.00905463,0.00905463,0.00905463
64,418.103,1.78785,0.99945,0.99278,0.64694,0.66865,0.62911,0.22335,2.21437,1.23115,1.12212,0.00308412,0.00308412,0.00308412
22,205.589,2.36804,1.75279,1.14793,0.34943,0.57937,0.42441,0.11312,2.33661,3.18345,1.13506,0.00896127,0.00896127,0.00896127
65,426.563,1.7974,1.02394,0.95966,0.64944,0.712,0.67541,0.25299,2.16839,1.26367,1.11153,0.00294239,0.00294239,0.00294239
23,214.495,2.20661,1.67957,1.1105,0.54432,0.55952,0.55747,0.16795,2.42417,1.98493,1.16796,0.00886404,0.00886404,0.00886404
66,435.507,1.68984,0.95552,1.00526,0.65966,0.71627,0.67028,0.24109,2.21743,1.28601,1.12158,0.00280275,0.00280275,0.00280275
24,223.716,2.45175,1.65215,1.14666,0.50792,0.58333,0.54803,0.17893,2.33301,1.54098,1.12554,0.00876305,0.00876305,0.00876305
67,444.321,1.79149,0.99125,0.98381,0.57749,0.73509,0.63394,0.2071,2.21728,1.30256,1.11843,0.00266532,0.00266532,0.00266532
25,232.569,2.32138,1.59852,1.15195,0.39124,0.65079,0.52717,0.13892,2.36065,2.99667,1.17724,0.00865839,0.00865839,0.00865839
68,453.233,1.77435,0.97493,0.98869,0.58681,0.69554,0.62414,0.22081,2.15957,1.25698,1.10903,0.00253024,0.00253024,0.00253024
26,241.718,2.29687,1.61202,1.15118,0.36978,0.6177,0.49009,0.13707,2.50503,1.61978,1.2218,0.00855018,0.00855018,0.00855018
69,461.942,1.87629,1.20168,1.0005,0.60803,0.65476,0.58361,0.2177,2.2181,1.23612,1.11649,0.00239766,0.00239766,0.00239766
27,250.619,2.38789,1.42704,1.16481,0.33972,0.59524,0.44073,0.12451,2.62113,1.85681,1.20247,0.00843851,0.00843851,0.00843851
70,470.687,1.6431,0.92843,0.95669,0.61406,0.65476,0.61313,0.2226,2.22929,1.21153,1.11509,0.00226769,0.00226769,0.00226769
28,259.708,2.30598,1.43344,1.13931,0.55883,0.53631,0.53609,0.15866,2.42815,1.98684,1.17325,0.00832349,0.00832349,0.00832349
71,479.278,1.83168,1.01793,0.98327,0.61052,0.6369,0.6002,0.23288,2.2115,1.17655,1.0932,0.00214046,0.00214046,0.00214046
29,268.247,2.21799,1.50167,1.1047,0.43149,0.52778,0.45389,0.13864,2.3744,1.73152,1.15653,0.00820525,0.00820525,0.00820525
72,488.687,1.66731,1.00288,0.96523,0.65082,0.64777,0.60174,0.22471,2.29581,1.22663,1.10735,0.00201611,0.00201611,0.00201611
30,276.886,2.30698,1.40014,1.13909,0.42479,0.66468,0.49071,0.16009,2.42687,1.46609,1.14825,0.00808389,0.00808389,0.00808389
73,497.468,1.70695,0.95432,0.97449,0.63292,0.67063,0.60557,0.24404,2.2636,1.22296,1.11468,0.00189475,0.00189475,0.00189475
31,285.924,2.30959,1.34016,1.12789,0.70805,0.69841,0.66697,0.21522,2.24297,1.43826,1.15234,0.00795954,0.00795954,0.00795954
74,505.047,1.60834,0.9207,0.9623,0.66702,0.68091,0.63728,0.2423,2.27409,1.23823,1.1244,0.00177651,0.00177651,0.00177651
32,296.001,2.22447,1.36937,1.14657,0.59655,0.80754,0.68068,0.21373,2.29223,1.48148,1.12849,0.00783231,0.00783231,0.00783231
75,513.496,1.50563,0.8581,0.9046,0.63566,0.69643,0.64148,0.2389,2.29812,1.24824,1.11129,0.00166149,0.00166149,0.00166149
33,305.336,2.10962,1.34587,1.1121,0.62117,0.65079,0.62585,0.21442,2.19102,1.50083,1.08991,0.00770234,0.00770234,0.00770234
76,522.55,1.59866,0.90805,0.96759,0.66448,0.68056,0.65389,0.23925,2.29282,1.24396,1.11029,0.00154982,0.00154982,0.00154982
34,313.971,2.18329,1.27927,1.10774,0.43007,0.48413,0.43013,0.14435,2.59072,1.4835,1.15832,0.00756976,0.00756976,0.00756976
77,531.39,1.56803,0.88121,0.95435,0.679,0.65278,0.63832,0.24114,2.30127,1.25031,1.11665,0.00144161,0.00144161,0.00144161
35,323.135,2.291,1.3876,1.10006,0.40268,0.57015,0.48731,0.1434,2.50148,1.43302,1.14657,0.00743468,0.00743468,0.00743468
78,540,1.55264,0.89698,0.93211,0.66778,0.69841,0.64602,0.2456,2.25869,1.24571,1.10622,0.00133695,0.00133695,0.00133695
36,331.98,2.22228,1.29659,1.15184,0.65771,0.57937,0.62356,0.18147,2.37174,1.41411,1.1418,0.00729725,0.00729725,0.00729725
79,548.598,1.61599,0.88328,0.95744,0.67428,0.73214,0.67468,0.261,2.18824,1.20585,1.09215,0.00123596,0.00123596,0.00123596
37,340.592,2.17361,1.31553,1.08434,0.5443,0.60723,0.50152,0.16647,2.3322,1.52073,1.14063,0.00715761,0.00715761,0.00715761
80,558.011,1.65854,0.85394,0.9655,0.67457,0.7091,0.64693,0.25873,2.22353,1.21304,1.09529,0.00113873,0.00113873,0.00113873
38,349.49,2.145,1.25611,1.1152,0.5512,0.6746,0.56013,0.17682,2.25256,1.41556,1.14424,0.00701588,0.00701588,0.00701588
81,567.205,1.6051,0.86176,0.96084,0.66996,0.67768,0.64654,0.24672,2.26414,1.22237,1.10055,0.00104537,0.00104537,0.00104537
39,357.464,2.11656,1.26164,1.12534,0.5787,0.61336,0.59413,0.19162,2.28645,1.6005,1.15455,0.00687222,0.00687222,0.00687222
82,576.99,1.66535,0.88821,0.97586,0.59859,0.67857,0.66585,0.24685,2.21627,1.20971,1.10046,0.000955951,0.000955951,0.000955951
40,366.254,2.21532,1.23768,1.10261,0.4862,0.73992,0.56262,0.18221,2.23568,1.50141,1.13459,0.00672675,0.00672675,0.00672675
83,586.101,1.5951,0.88252,0.9657,0.60803,0.6923,0.66756,0.26342,2.19216,1.18897,1.10296,0.000870577,0.000870577,0.000870577
41,374.361,1.99945,1.22211,1.07675,0.581,0.72817,0.62425,0.22008,2.28093,1.38686,1.1498,0.00657963,0.00657963,0.00657963
84,594.648,1.5302,0.83645,0.91644,0.68798,0.66931,0.69428,0.27509,2.17672,1.19632,1.09805,0.000789327,0.000789327,0.000789327
42,383.763,2.05769,1.20995,1.12248,0.5427,0.67659,0.58615,0.20897,2.28343,1.50181,1.14514,0.00643101,0.00643101,0.00643101
85,603.852,1.69645,0.8787,0.98503,0.73297,0.66154,0.7019,0.27526,2.18251,1.21963,1.09821,0.000712282,0.000712282,0.000712282
43,392.38,1.92018,1.16584,1.03025,0.63379,0.60913,0.61714,0.22751,2.33304,1.28807,1.15659,0.00628101,0.00628101,0.00628101
86,613.113,1.67129,1.06021,0.97457,0.73523,0.68254,0.70291,0.27391,2.2113,1.21946,1.10295,0.000639518,0.000639518,0.000639518
44,401.361,2.03798,1.15699,1.05882,0.68897,0.77386,0.71488,0.22598,2.33491,1.26662,1.1562,0.00612981,0.00612981,0.00612981
87,621.54,1.60083,0.85584,0.95187,0.71011,0.64683,0.6477,0.24588,2.24227,1.24788,1.10222,0.000571106,0.000571106,0.000571106
45,410.673,2.12058,1.12283,1.06738,0.69901,0.67063,0.62495,0.20919,2.39123,1.28357,1.16672,0.00597754,0.00597754,0.00597754
88,630.304,1.52698,0.8651,0.9377,0.7449,0.64683,0.67437,0.24622,2.2488,1.22614,1.10066,0.000507115,0.000507115,0.000507115
46,418.895,2.03878,1.1776,1.07307,0.69677,0.6602,0.6073,0.18537,2.46111,1.26558,1.1764,0.00582435,0.00582435,0.00582435
89,638.864,1.52037,0.83932,0.92451,0.73952,0.66468,0.67607,0.24512,2.2483,1.22489,1.10325,0.000447606,0.000447606,0.000447606
47,427.234,1.97653,1.18796,1.06279,0.64853,0.73016,0.65187,0.22477,2.34668,1.28095,1.1753,0.0056704,0.0056704,0.0056704
90,647.509,1.60749,0.83961,0.96695,0.73037,0.66468,0.70556,0.24948,2.24843,1.2014,1.10387,0.00039264,0.00039264,0.00039264
48,435.639,1.79679,1.10895,1.00068,0.6338,0.72024,0.68322,0.22946,2.248,1.29298,1.15183,0.00551584,0.00551584,0.00551584
91,656.129,1.68598,0.93662,0.97885,0.72302,0.68764,0.70864,0.25701,2.215,1.18639,1.10551,0.00034227,0.00034227,0.00034227
49,443.53,1.93946,1.11258,1.06333,0.6864,0.73016,0.67647,0.2219,2.25011,1.29395,1.15196,0.00536081,0.00536081,0.00536081
92,665.633,1.57562,0.90764,0.92359,0.68136,0.68056,0.68016,0.24768,2.2391,1.198,1.11028,0.000296546,0.000296546,0.000296546
50,451.795,2.0596,1.21122,1.05785,0.59801,0.76587,0.69487,0.24002,2.29435,1.32533,1.15478,0.00520548,0.00520548,0.00520548
93,674.084,1.56292,0.91369,0.95364,0.70333,0.69841,0.70582,0.24421,2.25304,1.20139,1.11379,0.000255513,0.000255513,0.000255513
51,460.518,1.93395,1.16261,0.99547,0.65195,0.78175,0.67193,0.23469,2.22288,1.23676,1.11166,0.00505,0.00505,0.00505
94,682.295,1.58147,0.84022,0.96027,0.70662,0.69841,0.70178,0.23693,2.25862,1.22149,1.11398,0.000219212,0.000219212,0.000219212
52,469.304,2.01198,1.11759,1.05911,0.64082,0.76067,0.65229,0.22849,2.27011,1.23268,1.12416,0.00489452,0.00489452,0.00489452
95,691.106,1.53539,0.83888,0.95109,0.70816,0.69841,0.7113,0.2417,2.26023,1.22709,1.11729,0.000187678,0.000187678,0.000187678
53,477.728,1.88256,1.05913,1.01575,0.65386,0.7996,0.68356,0.22831,2.22077,1.19937,1.11766,0.00473919,0.00473919,0.00473919
96,699.631,1.66337,0.89413,0.97022,0.67923,0.68056,0.67047,0.23701,2.26266,1.22699,1.11522,0.000160943,0.000160943,0.000160943
54,487.04,1.91752,1.16615,1.00995,0.60392,0.75198,0.61601,0.1945,2.32647,1.23377,1.14966,0.00458416,0.00458416,0.00458416
97,708.551,1.61913,0.86833,0.95,0.70809,0.69841,0.70532,0.24535,2.27101,1.21715,1.11473,0.000139032,0.000139032,0.000139032
55,496.163,1.92464,1.06892,1.03577,0.62087,0.71429,0.63511,0.21147,2.24757,1.20363,1.14906,0.0044296,0.0044296,0.0044296
98,717.337,1.42161,0.80556,0.88564,0.7159,0.69841,0.70559,0.24695,2.25627,1.2039,1.11305,0.000121968,0.000121968,0.000121968
56,505.228,1.88577,1.13873,1.04156,0.58854,0.71048,0.61316,0.212,2.2491,1.29757,1.136,0.00427565,0.00427565,0.00427565
99,726.005,1.50391,0.83269,0.92147,0.71679,0.69841,0.70604,0.24989,2.24462,1.19744,1.10868,0.000109768,0.000109768,0.000109768
57,514.182,1.86162,1.10335,1.01778,0.61161,0.68559,0.58567,0.19473,2.25816,1.21812,1.14248,0.00412246,0.00412246,0.00412246
100,735.177,1.58668,0.88937,0.93169,0.72679,0.69841,0.70236,0.24979,2.24772,1.20803,1.10971,0.000102443,0.000102443,0.000102443
58,521.72,1.9469,1.13396,1.02908,0.63442,0.66843,0.5732,0.18145,2.40756,1.22908,1.15014,0.00397019,0.00397019,0.00397019
59,527.115,1.81457,1.04572,1.01873,0.65736,0.66468,0.61195,0.22422,2.33862,1.23042,1.14293,0.00381899,0.00381899,0.00381899
60,532.124,1.86462,1.09578,1.00597,0.61027,0.62698,0.55951,0.1862,2.35983,1.21862,1.12953,0.00366899,0.00366899,0.00366899
61,537.089,1.80673,1.04902,0.96868,0.67439,0.64484,0.60544,0.22081,2.26754,1.25947,1.11701,0.00352037,0.00352037,0.00352037
62,542.513,1.8262,1.01648,1.00824,0.68803,0.61349,0.61199,0.22114,2.268,1.30764,1.12155,0.00337325,0.00337325,0.00337325
63,547.479,1.77887,1.01956,1.01312,0.7156,0.67698,0.65222,0.2332,2.20405,1.22719,1.12016,0.00322778,0.00322778,0.00322778
64,552.493,1.78785,0.99945,0.99278,0.64694,0.66865,0.62911,0.22335,2.21437,1.23115,1.12212,0.00308412,0.00308412,0.00308412
65,557.582,1.7974,1.02394,0.95966,0.64944,0.712,0.67541,0.25299,2.16839,1.26367,1.11153,0.00294239,0.00294239,0.00294239
66,562.987,1.68984,0.95552,1.00526,0.65966,0.71627,0.67028,0.24109,2.21743,1.28601,1.12158,0.00280275,0.00280275,0.00280275
67,568.063,1.79149,0.99125,0.98381,0.57749,0.73509,0.63394,0.2071,2.21728,1.30256,1.11843,0.00266532,0.00266532,0.00266532
68,573.195,1.77435,0.97493,0.98869,0.58681,0.69554,0.62414,0.22081,2.15957,1.25698,1.10903,0.00253024,0.00253024,0.00253024
69,578.226,1.87629,1.20168,1.0005,0.60803,0.65476,0.58361,0.2177,2.2181,1.23612,1.11649,0.00239766,0.00239766,0.00239766
70,583.1,1.6431,0.92843,0.95669,0.61406,0.65476,0.61313,0.2226,2.22929,1.21153,1.11509,0.00226769,0.00226769,0.00226769
71,588.236,1.83168,1.01793,0.98327,0.61052,0.6369,0.6002,0.23288,2.2115,1.17655,1.0932,0.00214046,0.00214046,0.00214046
72,593.671,1.66731,1.00288,0.96523,0.65082,0.64777,0.60174,0.22471,2.29581,1.22663,1.10735,0.00201611,0.00201611,0.00201611
73,598.65,1.70695,0.95432,0.97449,0.63292,0.67063,0.60557,0.24404,2.2636,1.22296,1.11468,0.00189475,0.00189475,0.00189475
74,603.813,1.60834,0.9207,0.9623,0.66702,0.68091,0.63728,0.2423,2.27409,1.23823,1.1244,0.00177651,0.00177651,0.00177651
75,608.973,1.50563,0.8581,0.9046,0.63566,0.69643,0.64148,0.2389,2.29812,1.24824,1.11129,0.00166149,0.00166149,0.00166149
76,613.983,1.59866,0.90805,0.96759,0.66448,0.68056,0.65389,0.23925,2.29282,1.24396,1.11029,0.00154982,0.00154982,0.00154982
77,619.023,1.56803,0.88121,0.95435,0.679,0.65278,0.63832,0.24114,2.30127,1.25031,1.11665,0.00144161,0.00144161,0.00144161
78,624.034,1.55264,0.89698,0.93211,0.66778,0.69841,0.64602,0.2456,2.25869,1.24571,1.10622,0.00133695,0.00133695,0.00133695
79,629.147,1.61599,0.88328,0.95744,0.67428,0.73214,0.67468,0.261,2.18824,1.20585,1.09215,0.00123596,0.00123596,0.00123596
80,634.405,1.65854,0.85394,0.9655,0.67457,0.7091,0.64693,0.25873,2.22353,1.21304,1.09529,0.00113873,0.00113873,0.00113873
81,639.224,1.6051,0.86176,0.96084,0.66996,0.67768,0.64654,0.24672,2.26414,1.22237,1.10055,0.00104537,0.00104537,0.00104537
82,644.411,1.66535,0.88821,0.97586,0.59859,0.67857,0.66585,0.24685,2.21627,1.20971,1.10046,0.000955951,0.000955951,0.000955951
83,649.084,1.5951,0.88252,0.9657,0.60803,0.6923,0.66756,0.26342,2.19216,1.18897,1.10296,0.000870577,0.000870577,0.000870577
84,654.265,1.5302,0.83645,0.91644,0.68798,0.66931,0.69428,0.27509,2.17672,1.19632,1.09805,0.000789327,0.000789327,0.000789327
85,659.423,1.69645,0.8787,0.98503,0.73297,0.66154,0.7019,0.27526,2.18251,1.21963,1.09821,0.000712282,0.000712282,0.000712282
86,664.537,1.67129,1.06021,0.97457,0.73523,0.68254,0.70291,0.27391,2.2113,1.21946,1.10295,0.000639518,0.000639518,0.000639518
87,669.396,1.60083,0.85584,0.95187,0.71011,0.64683,0.6477,0.24588,2.24227,1.24788,1.10222,0.000571106,0.000571106,0.000571106
88,674.253,1.52698,0.8651,0.9377,0.7449,0.64683,0.67437,0.24622,2.2488,1.22614,1.10066,0.000507115,0.000507115,0.000507115
89,679.2,1.52037,0.83932,0.92451,0.73952,0.66468,0.67607,0.24512,2.2483,1.22489,1.10325,0.000447606,0.000447606,0.000447606
90,683.869,1.60749,0.83961,0.96695,0.73037,0.66468,0.70556,0.24948,2.24843,1.2014,1.10387,0.00039264,0.00039264,0.00039264
91,689.042,1.68598,0.93662,0.97885,0.72302,0.68764,0.70864,0.25701,2.215,1.18639,1.10551,0.00034227,0.00034227,0.00034227
92,694.396,1.57562,0.90764,0.92359,0.68136,0.68056,0.68016,0.24768,2.2391,1.198,1.11028,0.000296546,0.000296546,0.000296546
93,699.058,1.56292,0.91369,0.95364,0.70333,0.69841,0.70582,0.24421,2.25304,1.20139,1.11379,0.000255513,0.000255513,0.000255513
94,703.818,1.58147,0.84022,0.96027,0.70662,0.69841,0.70178,0.23693,2.25862,1.22149,1.11398,0.000219212,0.000219212,0.000219212
95,708.552,1.53539,0.83888,0.95109,0.70816,0.69841,0.7113,0.2417,2.26023,1.22709,1.11729,0.000187678,0.000187678,0.000187678
96,713.6,1.66337,0.89413,0.97022,0.67923,0.68056,0.67047,0.23701,2.26266,1.22699,1.11522,0.000160943,0.000160943,0.000160943
97,718.338,1.61913,0.86833,0.95,0.70809,0.69841,0.70532,0.24535,2.27101,1.21715,1.11473,0.000139032,0.000139032,0.000139032
98,723.098,1.42161,0.80556,0.88564,0.7159,0.69841,0.70559,0.24695,2.25627,1.2039,1.11305,0.000121968,0.000121968,0.000121968
99,727.884,1.50391,0.83269,0.92147,0.71679,0.69841,0.70604,0.24989,2.24462,1.19744,1.10868,0.000109768,0.000109768,0.000109768
100,732.836,1.58668,0.88937,0.93169,0.72679,0.69841,0.70236,0.24979,2.24772,1.20803,1.10971,0.000102443,0.000102443,0.000102443
